,message,personal
1941,"Ya... Told her liao... But anyway e lect is quite empty lor, last wk still got lotsa seats... Haha, everyone pon...",personal
1942,"Oh... Okie, u send me his no lor... Den i discuss w him first...",personal
1943,"Haha... Ok ok, we all pon... Pink nt goin too...",personal
1944,Ya... She really wana help her fren sell e tics lor... Thgt of helpin her buy la... U wan den we go together lor...,personal
1945,So sorry... Can send me again... Lost it...,personal
1946,Hmmm... Not sure too... Have to ask weiyi first...,personal
1947,m goin but forgot to bring e marking sheet...Hopefully wont finish today...,personal
1948,Huh... U serious of poning ah... Deepavali not nxt wk meh?,personal
1949,ll present nxt mon ma. Den was wonderin how come not on fri lor...,personal
1950,Okie... A bit messy though... Cya...,personal
1951,Okie... Den do u nd my tut? I juz reach...,personal
1952,"Hmmm... Got pts one huh... U joinin, if u r i dun mind lor...",personal
1953,"Oh... U r in e canteen ah...Hmmm, u joinin den help me sign up oso lor...",personal
1954,If u r still ard after 4... Thk u end at 2 rite...,personal
1955,"Hmmm... I dun mind publicity lor... Haha, dunno oso...",personal
1956,Hey... R u goin 4 e extra cz lect today?,personal
1957,"s quite late until 7... K la, nvm...",personal
1958,s so late lor...,personal
1959,"Hmmm... Thk not la... Quite lazy, gee...",personal
1960,s present later or give her on her real bdae...,personal
1961,"Oh ya... Forgot to tell u i wont b goin cos yest managed to finish... Gee, paiseh... So Cya at lect later...",personal
1962,m not goin tmr will u still go?,personal
1963,ll mt u all too...,personal
1964,m nt wrong...,personal
1965,m goin... U dun wana go ah...,personal
1966,"Huh... Oh no... So gan ga lk tt... I din realize u didnt... Haha, lk tt time we went 4 check up...",personal
1967,"s no bio lect later, can go bk liao...",personal
1968,s no bio later... Dun go ah...,personal
1969,"Oh... I saw tt guy u said look lk barnabas... Hmmm, close up look quite alike...But frm far dun lor...",personal
1970,m makin cookies 4 u now liao...,personal
1971,"ll read it tmr... Makin cookies now... Tt stupid joselyn suddenly cancel her hsewarmin, makin cookies 4 her halfway... Haiz...",personal
1972,Eh mei... Jos was askin if we wana eat dinner at her hse on fri... Cos i made cookies 4 her hsewarmin den suddenly cancel...U wan?,personal
1973,s dietin...,personal
1974,"Ya... Okie, both of us goin... Wat time?",personal
1975,s ur add? Thk my dad will fetch us to ur hse lor...,personal
1976,"Haha... Okie... Hope u lk my soft cookies... U ah really a bad host, nvr entertain ur guest...",personal
1977,m studyin in e lib now... U wana come?,personal
1978,Hey... I upload e pics oredi... U can go check ur mail...,personal
1979,Hey give me ur full mail add... Dun wana b wrong again...,personal
1980,s y reply fast lor...,personal
1981,"Hmmm... U replied oredi ma, i invited u liao... Hmmm, wat show...",personal
1982,"s nothin much today lor,i was late too, she.Yupz cya in e lib...",personal
1983,"s y she gave us e solns 4 tose qns lor... Aiya, e lecturer very slow lor, dunno if he can finish tis wk anot...",personal
1984,Opps... Did she... I dunno leh... Was late...,personal
1985,ve moved to my fav hunt... Soc...,personal
1986,Wat time will u stay in lib until? Mayb can go find u after my lect...,personal
1987,"So fast got ur results oredi ah... Aiya, work hard nxt yr lor...",personal
1988,"Ok la,still hanging on... Mugging 4 tests lor...Wat abt u...",personal
1989,"Haha... Kaiez, i dun wan to stay bk  4 another yr oso... Meet up sme other time den...",personal
1990,"Haha, okie... Naughty gal ah... Now i oso dun feel lk goin tmr liao...",personal
1991,Oh... Okie la... Den u beta catch more slp... Later pinky bcome panda liao...,personal
1992,m not goin lor... U goin?,personal
1993,ll go 4 bio together k...,personal
1994,"No... Today is lect 21... Juz tt i dun feel lk goin to sch tmr, so wana go today...At 4...",personal
1995,Hey serene... Do u wana go 4 algebra lect later... Me and indra wana go...,personal
1996,s exam?,personal
1997,U can check the forum... Smeone posted e soln.U sleepin soon... Wana go sch earlier to do it?,personal
1998,m tryin to understand too...,personal
1999,ll b goin tmr lor...,personal
2000,"Ya ya... Saw e mail... But fri cant collect leh, not goin to sch... Haiz, have to tell her abt it...",personal
2001,ll mail her den...,personal
2002,s not solns... Juz plain ans lor... U have e qn paper izit?,personal
2003,Is it under e library section... I tried loggin in but my access always denied...,personal
2004,"Yupz... Can send to me, dunno y i cant access... Thanx...",personal
2005,m goin... But mine is incomplete lor cos i din go last wk too... I nd to copy frm my fren first...,personal
2006,Haha ok madam... Eh den u wont b eatin lunch rite...,personal
2007,Hey pinky... U forgot to take e notes frm me...,personal
2008,ll meet in class liao...,personal
2009,m gona borrow frm her tmr...,personal
2010,s bdae..,personal
2011,"who wanna go for pyjamas party tmr.. at cine, movie marathon..",personal
2012,ll call u all when i finish...,personal
2013,"Hey pple... Cant meet ur to shop, cos watchin movie... After my movie den call ur to c if ur still ard...",personal
2014,Yupz... Watchin how to lose a guy in 10 days at lido now lor... Cos everyone watch oredi so have to watch alone lor...,personal
2015,"U guys watch liao, u wana watch twice meh... Not too bad to watch alone oso la...",personal
2016,s so funny... Enjoy shoppin gal...,personal
2017,Hey guys... Where r u ?,personal
2018,Where r u now? I finish oredi...,personal
2019,Sorry... Cant make it...,personal
2020,m stuck in mango... Shoppin!,personal
2021,Got less pple izit...,personal
2022,Hey... Sorry... Cant meet ur liao... Gota go... Meet up again k...,personal
2023,Wow... Kaiez... Muz show me ah... When we go sentosa...Haha...,personal
2024,ll b goin.. Help me tell jo... Cos i dun have her no...,personal
2025,Yupz... Can...,personal
2026,"Yup yup...Haha, we still end up eatin nooch... U goin?",personal
2027,"Okie... Go suntec huh... There got one puzzle shop, but quite ex...",personal
2028,"I noe suntec one got doggie puzzle, but dunno if got chihuahua anot... 300 pieces quite ok lor....",personal
2029,Kaiez... Cya den...,personal
2030,"s comfort delgro liao... Ya, quite near my hse... So u still workin at maxwell hse",personal
2031,"Haha... Hmmm, meet u at giordano?",personal
2032,s fast... U shop ard first lor...,personal
2033,Stupid siyi... Rem to bring my ring on sun ah...,personal
2034,Hey xin... Doin puzzle tmr rite... What time go ur hse leh...,personal
2035,m abt done k...,personal
2036,"ll b quite bored waitin lor, if not i go myself lor... Or u can go orchard...",personal
2037,Hmmm... Okie...,personal
2038,"Oh... Kaiez lor... Wa, u so efficient ah, so fast done... Den u confirm w me again lor... C meet where...",personal
2039,ll confirm later k... When u goin in?,personal
2040,I oso noe nxt month... Wat day la...,personal
2041,ll b done at 3... Cant go yck in time... Paiseh...,personal
2042,Hey so mei haven got e frame huh... Do we nd to get it den?,personal
2043,Hmmm... Tonite cant...,personal
2044,Hmmm... Din c e aluminium one... Mayb lor...,personal
2045,"Tmr v crowded leh, weekday go la...",personal
2046,s y nvr send...,personal
2047,Hey... How come u rent out ur hse again ah...,personal
2048,Oh... Thgt u rent out oredi... Cos u said u stayin at toa payoh...,personal
2049,Hmmm... Muz glue to e cardboard at e back lor...,personal
2050,Hey xin... When will u b goin to nus to hand in ur forms...,personal
2051,Yupz... We all went... Lotsa pple were there to send her off too... Nothin much happen la... How r u over there...,personal
2052,Huh... Waffle machine?thk u send to wrong person...,personal
2053,ll just wait there...,personal
2054,"m so sorry , i recorded e wrong channel.. Dun b angry k. Did u ask ur fren to back up...",personal
2055,On my way to sch oredi la...,personal
2056,I dun have e date of our check up leh... Weird... Wat time is it...,personal
2057,"Gee...So sorry la... My mum oso very sad she missed it... Hmmm... K la, dun thk abt it, enjoy ur trip...",personal
2058,s  life... Which course u got into?,personal
2059,"Oh... Okie lor... Den we just go tanglin can liao... Tsk tsk, drivin oso can forget ah...",personal
2060,s diff to get in...Me in nus sci lor...,personal
2061,s my first choice... Dunno y i chose tt oso...,personal
2062,Hey xin... Wat time u wanna go tmr...,personal
2063,Hmmm... Reach there at 1? Cos my sis goin oso... U wan to go somewhere near my hse den can fetch u oso...,personal
2064,Yupz... Can... So when u reach liao den give me a call to pick u... Cya at ard 1230...,personal
2065,Hmmm... Green? So wat does it mean....,personal
2066,Haha... Hmmm... Shant tell u...,personal
2067,Dun wan la... :),personal
2068,choose a colour... Just some silly test la...,personal
2069,"How come u r near my area leh... Hmmm, dun thk so, watchin tv...",personal
2070,"s pink... Blue means lover... No light blue... Oh, my fren sent to me,so i forward to my frens oso lor...",personal
2071,"Haha... Kaiez, take care den, poor guy...My day ah, okie lor... As usual, slackin at home...",personal
2072,When will u b back... Cos we goin  to sch at 1230...,personal
2073,"s not back yet, we might have to go ourselves, paiseh...",personal
2074,"ll b goin to e busstop now lor... U c me den alight lor... E stop is opp my hse one leh, correct rite...",personal
2075,Clementi so far... I lazy go leh...,personal
2076,s wed 10...,personal
2077,Bbq now lor... Nvr help me c my wallet...,personal
2078,m in nus sci... U?,personal
2079,"s my first choice...Hmmm, thkin of doin food sci, but dunno can get it cos nd bio...",personal
2080,Yupz... Cya tmr... Do u nd me to bring anythin?,personal
2081,Go online to e nus admissions website...,personal
2082,s nus.Oam.Sg,personal
2083,But dun worry... We can still meet up often... So r u still plannin to go uk?,personal
2084,"Haha.. Okie... Juz hope he wont come tmr... I wont b so unlucky one... Hiya, cya tmr den...",personal
2085,Oh... E site is not ready lor... Nd some time... Gee...,personal
2086,K... No prob... I wan to c e fotos...,personal
2087,Hey cindy... Wat time will we go back on sun?,personal
2088,Lk tt ah... Okie den thanx...,personal
2089,ll b late leh... Sorry...,personal
2090,m in nus sci... U leh?,personal
2091,"Wow really... So cool, forensic sci... Ya lor... Hard to maintain long dist relatnship... Wa, ntu very far... U stayin hostel?",personal
2092,Hey hui... So which fac r u in?,personal
2093,"Yupz... Hmmm... My sis is there, haha, she might b ur mentor... Gee... So wat will u b studyin there?",personal
2094,"Oh... Dunno anyone goin soc... Ur classmates leh, they shld b goin into computing oso...",personal
2095,m goin sentosa... Paiseh...,personal
2096,Hey darl... Din kiss me gdbye... Haha... We went to pub n tok... Too bad u not here..,personal
2097,"Yupz... Randy n andrew bought drinks... Okie la, not many pple over here...",personal
2098,s tt... Black black one...,personal
2099,"Mayb... Taste lk coke... Wa, u noe all e drinks ah...",personal
2100,Nope... Cos nobody wans to join her...,personal
2101,"s gettin quite borin here, nothin to do...",personal
2102,"Nothin la...We r juz lyin on e beach, starin into e sky lor...Lien is asleep liao...",personal
2103,"Erm... E rest lor... But terence left... Den rudy came... Wa, he really slim dwn a lot lor..",personal
2104,"s in army, of cos lose a lot of weight la... U c n u will noe lor...",personal
2105,Ya.. Of cos la... Haha...,personal
2106,s ur posting...,personal
2107,Oh i got into nus sci...Still awake at tis hour?,personal
2108,m sorry if we have nt been sensitive...,personal
2109,Dunno leh.... Mich suddenly send me tis msg... I dunno wat is she tryin to say leh....,personal
2110,s nothin wrong lor... N said sorry if we r too insensitive lor...,personal
2111,s nt angry w his bf since he came to pick her yest...,personal
2112,s angry w him yest ma... Thk they quarrel or somethin...,personal
2113,s e 2nd or 3rd after max...,personal
2114,"Haha... Okie...Wa, u got how many sets ah...",personal
2115,Hey... U here oredi? Ur car no is 3...,personal
2116,"s e same instructor but diff car only... Kk, cya after lesson...",personal
2117,m in nus sci...,personal
2118,ll try n help... Cos her bro quite bz one...,personal
2119,ll msg u to kp u informed lor...,personal
2120,But u muz tell me wat u wan to noe... Easier 4 me to ask...,personal
2121,"hey xin, my fren got qns 4 ur bro. Com eng is more on hardware or software... Do u nd any computing knowledge b4hand? Wat do u study abt in tis course...",personal
2122,"I msged my fren liao... Pendin reply...no nd to treat la, small matter only...",personal
2123,s ur postin?,personal
2124,Oh...i oso feel lk changin leh...Wana do either arts or engine...,personal
2125,Okie... No prob... Take ur time.... Thanx anyway...,personal
2126,"Hmmm... Lk tt oso can lor... But ur bro so cool, will ans anot...",personal
2127,"s a guy, wans to noe more abt it lor... Haha, seems lk u ask beta...",personal
